Substrates	Concentration	Strain_Media	Growth_Status	Temperature	References
ADP	564± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
ADP	170± 0 uM	K-12Not Available	Not AvailableNot Available	Not Available	1. Cybercell Database: http://ccdb.wishartlab.com/CCDB/cgi-bin/STAT_NEW.cgi, 2. Phillips R., Kondev, J., Theriot, J. (2008) “Physical Biology of the Cell” Garland Science, New York, NY.
Thymidine 5'-triphosphate	4620± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Thymidine 5'-triphosphate	525± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Thymidine 5'-triphosphate	667± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
N-Acetyl-glucosamine 1-phosphate	82± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Guanosine monophosphate	24± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Guanosine monophosphate	70± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Glucose 6-phosphate	220± 15 uM	K120.2 g/L NH4Cl, 2.0 g/L (NH4)2SO4, 3.25 g/L KH2PO4, 2.5 g/L K2HPO4, 1.5 g/L NaH2PO4, 0.5 g/L MgSO4; trace substances: 10 mg/L CaCl2, 0.5 mg/L ZnSO4, 0.25 mg/L CuCl2, 0.25 mg/L MnSO4, 0.175 mg/L CoCl2, 0.125 mg/L H3BO3, 2.5 mg/L AlCl3, 0.5 mg/L Na2MoO4, 10	Stationary Phase, glucose limitedBioreactor, pH controlled, aerated, dilution rate=0.125 L/h	37 oC	PMID: 11488613
Glucose 6-phosphate	680± 90 uM	BW25113M9 Minimal Media, 4 g/L Glucose	Mid-Log PhaseBioreactor, pH controlled, O2 controlled, dilution rate: 0.2/h	37 oC	PMID: 15158257
Glucose 6-phosphate	180± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Glucose 6-phosphate	50± 0 uM	K-12Not Available	Not AvailableNot Available	Not Available	1. Cybercell Database: http://ccdb.wishartlab.com/CCDB/cgi-bin/STAT_NEW.cgi, 2. Phillips R., Kondev, J., Theriot, J. (2008) “Physical Biology of the Cell” Garland Science, New York, NY.
Niacinamide	44± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Putrescine	2040± 0 uM	K12 HB101199 Medium with Earle’s salts –which contains 21 amino acids, 17 vitamins, 10 components of nucleic acids, sodium acetate, glucose, NaC1, KCl, CaC12, MgS04, Na2HP04, and Fe(N03)3	Mid Log PhaseShake flask	37 oC	PMID: 8742354
Putrescine	3060± 0 uM	K12 HB101199 Medium with Earle’s salts –which contains 21 amino acids, 17 vitamins, 10 components of nucleic acids, sodium acetate, glucose, NaC1, KCl, CaC12, MgS04, Na2HP04, and Fe(N03)3	Stationary PhaseShake flask	37 oC	PMID: 8742354
Putrescine	281± 24 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
Putrescine	1124± 42 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
Coenzyme A	1370± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Coenzyme A	4540± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Coenzyme A	3700± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Phosphate	5000± 0 uM	K-12Not Available	Not AvailableNot Available	Not Available	1. Cybercell Database: http://ccdb.wishartlab.com/CCDB/cgi-bin/STAT_NEW.cgi, 2. Phillips R., Kondev, J., Theriot, J. (2008) “Physical Biology of the Cell” Garland Science, New York, NY.
Agmatine	10± 0 uM	K12 HB101199 Medium with Earle’s salts –which contains 21 amino acids, 17 vitamins, 10 components of nucleic acids, sodium acetate, glucose, NaC1, KCl, CaC12, MgS04, Na2HP04, and Fe(N03)3	Mid Log PhaseShake flask	37 oC	PMID: 8742354
Agmatine	110± 0 uM	K12 HB101199 Medium with Earle’s salts –which contains 21 amino acids, 17 vitamins, 10 components of nucleic acids, sodium acetate, glucose, NaC1, KCl, CaC12, MgS04, Na2HP04, and Fe(N03)3	Stationary PhaseShake flask	37 oC	PMID: 8742354
Dihydroxyacetone phosphate	374± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Dihydroxyacetone phosphate	544± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Dihydroxyacetone phosphate	147± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Acetoacetyl-CoA	22± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
NADH	83± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
NADH	129± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
NADH	135± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Acetylphosphate	1070± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Acetylphosphate	1050± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Acetylphosphate	1560± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Glucosamine	19± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Flavin Mononucleotide	53± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Flavin Mononucleotide	3± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
Flavin Mononucleotide	53± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
dATP	16± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
dATP	51± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
dATP	68± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
dATP	59± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
CDP	144± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Glucose 1-phosphate	413± 0 uM	W31104.0 g/L Na2SO4; 5.36 g/L (NH4)2SO4; 1.0 g/L NH4Cl; 7.3 g/L K2HPO4; 1.8 g/L NaH2PO4 H2O; 12.0 g/L (NH4)2-H-citrate; 4.0 mL/L MgSO4 (1 M); 6.0 mL/L trace element solution; 0.02 g/L thiamine, 20 g/L glucose	Mid Log PhaseBioreactor, pH controlled, aerated, dilution rate=0.125 L/h	37 oC	Park, C., Park, C., Lee, Y., Lee, S.Y., Oh, H.B., Lee, J. (2011) Determination of the Intracellular Concentration of Metabolites in Escherichia coli Collected during the Exponential and Stationary Growth Phases using Liquid Chromatography-Mass Spectrometry. Bull Korean Chem. Soc. 32: 524-530.
Glucose 1-phosphate	89± 0 uM	W31104.0 g/L Na2SO4; 5.36 g/L (NH4)2SO4; 1.0 g/L NH4Cl; 7.3 g/L K2HPO4; 1.8 g/L NaH2PO4 H2O; 12.0 g/L (NH4)2-H-citrate; 4.0 mL/L MgSO4 (1 M); 6.0 mL/L trace element solution; 0.02 g/L thiamine, 20 g/L glucose	Stationary PhaseBioreactor, pH controlled, aerated	37 oC	Park, C., Park, C., Lee, Y., Lee, S.Y., Oh, H.B., Lee, J. (2011) Determination of the Intracellular Concentration of Metabolites in Escherichia coli Collected during the Exponential and Stationary Growth Phases using Liquid Chromatography-Mass Spectrometry. Bull Korean Chem. Soc. 32: 524-530.
Glucose 1-phosphate	33± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Methionine sulfoxide	7± 1 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
D-Ribose-5-phosphate	1020± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
D-Ribose-5-phosphate	686± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
D-Ribose-5-phosphate	1320± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Homoserine	16± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Cadaverine	1750± 0 uM	K12 HB101199 Medium with Earle’s salts –which contains 21 amino acids, 17 vitamins, 10 components of nucleic acids, sodium acetate, glucose, NaC1, KCl, CaC12, MgS04, Na2HP04, and Fe(N03)3	Mid Log PhaseShake flask	37 oC	PMID: 8742354
Cadaverine	200± 0 uM	K12 HB101199 Medium with Earle’s salts –which contains 21 amino acids, 17 vitamins, 10 components of nucleic acids, sodium acetate, glucose, NaC1, KCl, CaC12, MgS04, Na2HP04, and Fe(N03)3	Stationary PhaseShake flask	37 oC	PMID: 8742354
D-Erythrose 4-phosphate	1± 0 uM	W31104.0 g/L Na2SO4; 5.36 g/L (NH4)2SO4; 1.0 g/L NH4Cl; 7.3 g/L K2HPO4; 1.8 g/L NaH2PO4 H2O; 12.0 g/L (NH4)2-H-citrate; 4.0 mL/L MgSO4 (1 M); 6.0 mL/L trace element solution; 0.02 g/L thiamine, 20 g/L glucose	Mid Log PhaseBioreactor, pH controlled, aerated, dilution rate=0.125 L/h	37 oC	Park, C., Park, C., Lee, Y., Lee, S.Y., Oh, H.B., Lee, J. (2011) Determination of the Intracellular Concentration of Metabolites in Escherichia coli Collected during the Exponential and Stationary Growth Phases using Liquid Chromatography-Mass Spectrometry. Bull Korean Chem. Soc. 32: 524-530.
D-Erythrose 4-phosphate	3± 0 uM	W31104.0 g/L Na2SO4; 5.36 g/L (NH4)2SO4; 1.0 g/L NH4Cl; 7.3 g/L K2HPO4; 1.8 g/L NaH2PO4 H2O; 12.0 g/L (NH4)2-H-citrate; 4.0 mL/L MgSO4 (1 M); 6.0 mL/L trace element solution; 0.02 g/L thiamine, 20 g/L glucose	Stationary PhaseBioreactor, pH controlled, aerated	37 oC	Park, C., Park, C., Lee, Y., Lee, S.Y., Oh, H.B., Lee, J. (2011) Determination of the Intracellular Concentration of Metabolites in Escherichia coli Collected during the Exponential and Stationary Growth Phases using Liquid Chromatography-Mass Spectrometry. Bull Korean Chem. Soc. 32: 524-530.
Phenylethylamine	0.43± 0.11 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
Sodium	188000± 3000 uM	K1216 mM NaH2PO4; 32 mM Na2HPO4; 5 mM (NH4)2SO4; 40 mM NaCl; 5 mM KCl; 0.4 mM MgSO4, 55 mM glucose	Stationary Phase (50 mM chloride in media)Shake flask	37 oC	PMID: 13909522
Sodium	70000± 2000 uM	K1216 mM NaH2PO4; 32 mM Na2HPO4; 5 mM (NH4)2SO4; 40 mM NaCl; 5 mM KCl; 0.4 mM MgSO4, 55 mM glucose	Mid-Log Phase (50 mM chloride in media)Shake flask	37 oC	PMID: 13909522
Sodium	5000± 0 uM	K-12Not Available	Not AvailableNot Available	Not Available	1. Cybercell Database: http://ccdb.wishartlab.com/CCDB/cgi-bin/STAT_NEW.cgi, 2. Phillips R., Kondev, J., Theriot, J. (2008) “Physical Biology of the Cell” Garland Science, New York, NY.
Shikimic acid	14± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
IDP	75± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
IDP	24± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
N-Acetylornithine	43± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
N-Acetylornithine	398± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
N-Acetylornithine	152± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
N-Acetylornithine	14± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
N-Acetylornithine	0.61± 0.03 uM	BL21 DE3Luria-Bertani (LB) media	Stationary phase cultures (overnight culture)Shake flask	37 oC	Experimentally Determined
L-Histidinol	13± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Histidinol	19± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glycerol	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
L-Histidinol	20± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L acetate	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
beta-D-Fructose 6-phosphate	55± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
gamma-Aminobutyric acid	44± 0 uM	BW2511348 mM Na2HPO4, 22 mM KH2PO4, 10 mM NaCl, 45 mM (NH4)2SO4, supplemented with 1 mM MgSO4, 1 mg/l thiamine·HCl, 5.6 mg/l CaCl2, 8 mg/l FeCl3, 1 mg/l MnCl2·4H2O, 1.7 mg/l ZnCl2, 0.43 mg/l CuCl2·2H2O, 0.6 mg/l CoCl2·2H2O and 0.6 mg/l Na2MoO4·2H2O. 4 g/L Gluco	Stationary Phase, glucose limitedBioreactor, pH controlled, O2 and CO2 controlled, dilution rate: 0.2/h	37 oC	PMID: 17379776
Chloride	44500± 2000 uM	K1216 mM NaH2PO4; 32 mM Na2HPO4; 5 mM (NH4)2SO4; 40 mM NaCl; 5 mM KCl; 0.4 mM MgSO4, 55 mM glucose	Stationary Phase (50 mM chloride in media)Shake flask	37 oC	PMID: 13909522
Chloride	17100± 900 uM	K1216 mM NaH2PO4; 32 mM Na2HPO4; 5 mM (NH4)2SO4; 40 mM NaCl; 5 mM KCl; 0.4 mM MgSO4, 55 mM glucose	Mid-Log Phase (50 mM chloride in media)Shake flask	37 oC	PMID: 13909522
Chloride	6000± 0 uM	K-12Not Available	Not AvailableNot Available	Not Available	1. Cybercell Database: http://ccdb.wishartlab.com/CCDB/cgi-bin/STAT_NEW.cgi, 2. Phillips R., Kondev, J., Theriot, J. (2008) “Physical Biology of the Cell” Garland Science, New York, NY.
Glyceric acid	1410± 0 uM	K12 NCM3722Gutnick minimal complete medium (4.7 g/L KH2PO4; 13.5 g/L K2HPO4; 1 g/L K2SO4; 0.1 g/L MgSO4-7H2O; 10 mM NH4Cl) with 4 g/L glucose	Mid-Log PhaseShake flask and filter culture	37 oC	PMID: 19561621
